Temperature,Humidity,Light,CO2,HumidityRatio
2.2047623470494115,0.3768136673151644,1.5668621824242752,0.10694006757819662,1.2075402198907448
2.2222749488768914,0.38420166196530303,1.539680009306965,0.14521407377969883,1.221460860197165
2.226653099333757,0.31647837767236886,1.2013019277804515,0.19425264422537394,1.1741396189676716
2.2573001525318404,0.34726168871461155,1.1807154290224888,0.2087762626500512,1.211522435423554
2.233950016761872,0.38420166196530303,1.3715236246302716,0.2737053803133143,1.2271538643349762
2.2573001525318404,0.38420166196530303,1.2622619483744189,0.2702880583310373,1.2385508387911413
2.2573001525318404,0.4088283107990983,1.1303484611874732,0.2914754546211549,1.2565705649679246
2.239787550704364,0.42524607668829423,1.2662593267740232,0.3112959221183613,1.260001944923222
2.248543851618102,0.44782050478593893,1.1523340423852975,0.33265418450759265,1.280801914317532
2.2047623470494115,0.4950215817173775,1.1535332559051785,0.36255575185251643,1.2937547226309787
2.2047623470494115,0.5114393476065748,1.12735042738777,0.38989432771073246,1.3057301042830158
2.2047623470494115,0.5524837623295645,1.1023668123902421,0.43545862080775816,1.3356697805354987
2.2047623470494115,0.5828566292245783,1.0823799203922202,0.4596076961491833,1.3578262650358897
2.2047623470494115,0.6304681503032472,1.0823799203922202,0.4889966651967656,1.3925599758025737
2.2047623470494115,0.6643297924497144,1.0464035147957804,0.5539257828600287,1.417264260322211
2.1074701146745487,0.6304681503032472,1.042406136396176,0.5915163246650758,1.3442103477465162
2.1463870076244937,0.6657663469650186,1.0583956499945937,0.614070649748104,1.389177178554478
2.1463870076244937,0.7166614212215279,1.11835632598866,0.6523446559496062,1.4261747406381586
2.1074701146745487,0.7412880700553217,1.0823799203922202,0.6837840181865549,1.4245720127933115
2.1074701146745487,0.7724818252447948,1.219889737338612,0.7083887364589495,1.447194601954088
2.1074701146745487,0.7946458091952091,1.3470063704460324,0.7227414887845126,1.4632691525892645
2.1074701146745487,0.811063575084405,1.3605974570046875,0.7466627426604516,1.4751765515731157
